,primarytitle,startyear,runtimeminutes,genres,ordering,category,averagerating,numvotes,primaryname,y_pred
29397,High Society,2014,95,Drama,2,actor,5.8,281,Bastien Bouillon,7
29410,For Love or Money,2014,80,Comedy,1,actress,6.3,28,Denise Boutte,5
29411,For Love or Money,2014,80,Comedy,2,actor,6.3,28,Lavell Crawford,7
29430,Shelter,2014,105,Drama,1,actor,6.5,4884,Adolfo Mendez-Nouel,7
29431,Shelter,2014,105,Drama,2,actor,6.5,4884,Anthony Mackie,7
29444,Homeless,2015,92,Drama,1,actor,6.5,240,Michael McDowell,7
29445,Homeless,2015,92,Drama,2,actor,6.5,240,Lance Megginson,7
29472,Indiscretion,2016,99,Thriller,1,actress,4.8,1045,Mira Sorvino,0
29473,Indiscretion,2016,99,Thriller,2,actor,4.8,1045,Cary Elwes,0
29482,Lucky Dog,2015,88,Family,1,actor,5.4,103,Bryce Johnson,7
29483,Lucky Dog,2015,88,Family,2,actress,5.4,103,Boti Bliss,5
29496,Hope,2013,122,Drama,1,actress,8.2,7223,Re Lee,3
29497,Hope,2013,122,Drama,2,actor,8.2,7223,Sol Kyung-gu,3
29574,Till Death,2014,120,Adventure,1,actor,7.9,18,Rod Hermansen,3
29575,Till Death,2014,120,Adventure,2,actor,7.9,18,John Baran,3
29592,The Inheritance,2013,76,Drama,1,actress,4.6,9,Alison Flannery,0
29593,The Inheritance,2013,76,Drama,2,actor,4.6,9,Bobby Pavia,0
29624,Blackbird,2014,99,Drama,1,actress,5.5,1059,Mo'Nique,5
29625,Blackbird,2014,99,Drama,2,actor,5.5,1059,Julian J. Walker,7
29694,Unhinged,2014,79,Thriller,1,actor,6.8,21,Jeff Stenzel,7
29695,Unhinged,2014,79,Thriller,2,actress,6.8,21,Anna Daskam,5
29700,Misfire,2014,90,Action,1,actor,3.2,789,Gary Daniels,0
29701,Misfire,2014,90,Action,2,actress,3.2,789,Vannessa Vasquez,0
29720,The Price,2017,91,Drama,1,actress,5.0,253,Lucy Griffiths,5
29721,The Price,2017,91,Drama,2,actress,5.0,253,Michael Hyatt,5
29792,Feng Shui,2003,94,Horror,1,actor,3.7,16,Kanchai Kumnoetploy,4
29793,Feng Shui,2003,94,Horror,2,actor,3.7,16,Watcharachai Sataphitak,4
29810,Father,2011,90,Thriller,1,actor,5.6,19,Franco Nero,4
29811,Father,2011,90,Thriller,2,actor,5.6,19,Andrea Fachinetti,4
29814,Road Trip,2013,90,Horror,1,actress,6.5,16,Rachel Shatto,5
29815,Road Trip,2013,90,Horror,2,actress,6.5,16,Sara Jackson,5
29816,Macbeth,2013,140,Drama,1,actor,7.9,362,David Annen,3
29817,Macbeth,2013,140,Drama,2,actor,7.9,362,Andy Apollo,3
29840,Some Beasts,2015,90,Drama,1,actor,7.2,49,Frank Mosley,7
29841,Some Beasts,2015,90,Drama,2,actress,7.2,49,Lindsay Burdge,5
29842,Solace,2018,81,Drama,1,actress,4.9,145,Hope Olaidé Wilson,5
29843,Solace,2018,81,Drama,2,actress,4.9,145,Chelsea Tavares,5
29862,Bleeding Heart,2015,80,Drama,1,actress,5.1,2108,Jessica Biel,5
29863,Bleeding Heart,2015,80,Drama,2,actress,5.1,2108,Zosia Mamet,5
29910,Intimacies,2014,103,Romance,1,actress,6.0,402,Zlata Adamovská,5
29911,Intimacies,2014,103,Romance,2,actress,6.0,402,Petra Hrebícková,5
29930,Brotherly Love,2015,89,Drama,1,actress,6.7,1878,Keke Palmer,5
29931,Brotherly Love,2015,89,Drama,2,actor,6.7,1878,Cory Hardrict,7
29958,Ambrosia,2015,79,Drama,1,actor,6.2,60,Elias Jamieson Brown,7
29959,Ambrosia,2015,79,Drama,2,actor,6.2,60,Scott Lee,7
29962,The Three Musketeers,2013,112,Adventure,1,actor,3.8,262,Rinal Mukhametov,4
29963,The Three Musketeers,2013,112,Adventure,2,actor,3.8,262,Yuriy Chursin,4
30056,Bloom,2014,70,Horror,1,actress,4.4,64,Deann Baker,0
30057,Bloom,2014,70,Horror,2,actor,4.4,64,Malcom Banks,0
30088,The Guest,2014,82,Drama,1,actress,6.2,83,Daniela Vega,5
30089,The Guest,2014,82,Drama,2,actress,6.2,83,Rosa Ramírez,5
30090,Eleven Eleven,2018,92,Comedy,1,actor,3.8,197,Charles Baker,0
30091,Eleven Eleven,2018,92,Comedy,2,actress,3.8,197,Krista Allen,0
30114,The Key,2014,85,Drama,1,actor,4.9,63,David Arquette,7
30115,The Key,2014,85,Drama,2,actress,4.9,63,Bai Ling,5
30124,In the Dark,2013,99,Horror,1,actress,5.8,15,Jennifer Foh,5
30125,In the Dark,2013,99,Horror,2,actor,5.8,15,Ming Xiang Guo,7
30126,Emma,2016,70,Thriller,1,actress,3.5,160,Desi Ivanova,0
30127,Emma,2016,70,Thriller,2,actress,3.5,160,Beverly Hyde,0
30181,Fear of the Dark,2005,96,Horror,1,director,4.3,24,Todd Sheets,4
30191,Mother,2015,100,Drama,1,actor,7.5,1246,Sheikh Aman,7
30192,Mother,2015,100,Drama,2,actress,7.5,1246,Joshinder Chaggar,5
30233,Damaged Goods,2013,90,Drama,1,actor,6.7,8,Mark Cummings,7
30234,Damaged Goods,2013,90,Drama,2,actor,6.7,8,Tony Howard,7
30243,The Mother,2013,90,Drama,1,actress,6.0,35,Carmen Maura,5
30244,The Mother,2013,90,Drama,2,actor,6.0,35,Stefano Dionisi,7
30283,The Jersey Devil,2014,94,Comedy,1,actor,6.3,40,Chris Mulkey,7
30284,The Jersey Devil,2014,94,Comedy,2,actor,6.3,40,Keith Collins,7
30293,Sink,2018,85,Drama,1,actor,6.7,57,Martin Herdman,7
30294,Sink,2018,85,Drama,2,actress,6.7,57,Anne Bird,5
30309,Breathe,2014,91,Drama,1,actress,7.0,7308,Joséphine Japy,5
30310,Breathe,2014,91,Drama,2,actress,7.0,7308,Lou de Laâge,5
30345,The Art of Losing,2015,86,Drama,1,actor,6.1,347,Pau Masó,7
30346,The Art of Losing,2015,86,Drama,2,actress,6.1,347,Mariangels Punyet,5
30359,4 Kings,2014,98,Comedy,1,actor,5.1,32,Suthep Po-ngam,0
30360,4 Kings,2014,98,Comedy,2,actor,5.1,32,Theeradanai Suwannahom,0
30401,Shadows,2020,102,Thriller,1,actress,5.6,154,Mia Threapleton,5
30402,Shadows,2020,102,Thriller,2,actress,5.6,154,Lola Petticrew,5
30405,Mother,2014,83,Horror,1,actor,3.8,20,Ainosuke Kataoka,0
30406,Mother,2014,83,Horror,2,actress,3.8,20,Kimie Shingyôji,0
30490,The House,2016,90,Thriller,1,actor,4.5,641,Frederik von Lüttichau,0
30491,The House,2016,90,Thriller,2,actor,4.5,641,Mats Reinhardt,0
30494,The Beast,2016,70,Thriller,1,actor,4.9,745,Clarence Gilyard Jr.,0
30495,The Beast,2016,70,Thriller,2,actor,4.9,745,Lundon Boyd,0
30516,I Wish,2007,108,Comedy,1,actor,5.3,10,Charles 'Blackie' Chen,4
30517,I Wish,2007,108,Comedy,2,actor,5.3,10,Tseng-Wei Wang,4
30524,Born to Win,2014,104,Drama,1,actor,5.6,208,Greg Kriek,7
30525,Born to Win,2014,104,Drama,2,actress,5.6,208,Leoné Pienaar,5
30542,Broke,2016,105,Drama,1,actor,6.1,252,Steve Bastoni,7
30543,Broke,2016,105,Drama,2,actor,6.1,252,Brendan Cowell,7
30550,Babysitter,2015,80,Comedy,1,actor,5.7,138,Max Burkholder,7
30551,Babysitter,2015,80,Comedy,2,actress,5.7,138,Danièle Watts,5
30578,Hunter,2018,90,Thriller,1,actress,6.0,77,Kiley B. Moore,5
30579,Hunter,2018,90,Thriller,2,actress,6.0,77,Rachel Cerda,5
30607,My Brother's Keeper,2014,88,Drama,1,actor,6.8,58,Sebastian Zimmler,7
30608,My Brother's Keeper,2014,88,Drama,2,actor,6.8,58,Robert Finster,7
30611,The Escape,2015,96,Drama,1,actor,5.7,608,Rik Mayall,7
30612,The Escape,2015,96,Drama,2,actress,5.7,608,Abbey Hoes,5
30639,Farewell,2014,90,Drama,1,actor,7.3,123,Nelson Xavier,7
30640,Farewell,2014,90,Drama,2,actress,7.3,123,Juliana Paes,5
30645,Triggered,2012,126,Drama,1,actor,8.7,7,Heath Allyn,3
30646,Triggered,2012,126,Drama,2,actor,8.7,7,Kenneth Wayne Bradley,3
30649,Underneath,2015,78,Thriller,1,actor,5.2,115,Blake Farris,0
30650,Underneath,2015,78,Thriller,2,actor,5.2,115,Mark D. Matthews,0
30661,Romeo and Juliet,2014,135,Romance,1,actor,5.4,456,Orlando Bloom,3
30662,Romeo and Juliet,2014,135,Romance,2,actress,5.4,456,Condola Rashad,3
30673,Jack,2014,103,Drama,1,actor,7.2,1200,Ivo Pietzcker,7
30674,Jack,2014,103,Drama,2,actor,7.2,1200,Georg Arms,7
30679,Safe Inside,2017,91,Horror,1,actor,5.0,60,Christopher D. Harder,0
30680,Safe Inside,2017,91,Horror,2,actress,5.0,60,Brinke Stevens,0
30742,Relentless,2018,95,Thriller,1,actress,4.5,421,Sydney Sweeney,0
30743,Relentless,2018,95,Thriller,2,actress,4.5,421,Elpidia Carrillo,0
30772,The Fire,2015,95,Drama,1,actress,6.3,494,Pilar Gamboa,5
30773,The Fire,2015,95,Drama,2,actor,6.3,494,Juan Barberini,7
30800,At Home,2014,103,Drama,1,actress,6.4,212,Zoi Asimaki,5
30801,At Home,2014,103,Drama,2,actor,6.4,212,Nikos Georgakis,7
30814,Treasure,2017,89,Drama,1,actor,6.4,100,Matt Mercurio,7
30815,Treasure,2017,89,Drama,2,actress,6.4,100,Ansley Gordon,5
30818,Hatched,2013,71,Animation,1,actor,4.7,55,Sean Astin,0
30819,Hatched,2013,71,Animation,2,actor,4.7,55,Brian Beacock,0
30846,Holiday,2014,82,Drama,1,actor,5.8,399,Juan Arregui,7
30847,Holiday,2014,82,Drama,2,actress,5.8,399,Elena Vargas,5
30858,The Night,2014,95,Drama,1,actor,6.1,71,Hao Zhou,7
30859,The Night,2014,95,Drama,2,actor,6.1,71,Xiao Xiao Liu,7
30872,The List,2015,114,Drama,1,actor,6.0,127,Scott Pryor,3
30873,The List,2015,114,Drama,2,actress,6.0,127,Kristen Sharp,3
30908,Spiral,2014,100,Action,1,actor,3.9,189,Anatoliy Rudenko,0
30909,Spiral,2014,100,Action,2,actor,3.9,189,Konstantin Kryukov,0
30914,Ghosts,2014,78,Drama,1,actor,3.2,187,Amirali Danaei,0
30915,Ghosts,2014,78,Drama,2,actress,3.2,187,Mahtab Keramati,0
30926,The Other Side,2014,85,Thriller,1,actor,5.0,33,Glenn Plummer,0
30927,The Other Side,2014,85,Thriller,2,actor,5.0,33,Brian Borello,0
30980,The Mirror,2014,88,Horror,1,actress,4.3,1256,Jemma Dallender,0
30981,The Mirror,2014,88,Horror,2,actor,4.3,1256,Joshua Dickinson,0
30990,Chasing the Devil,2014,84,Horror,1,actor,4.9,682,Tim Phillipps,0
30991,Chasing the Devil,2014,84,Horror,2,actress,4.9,682,Vivan Dugré,0
31016,Good Luck with That,2014,80,Drama,1,actress,3.9,8,Katie Keeling,0
31017,Good Luck with That,2014,80,Drama,2,actor,3.9,8,Daniel Guess Jr.,0
31030,The Dinner,2014,92,Drama,1,actor,6.6,1616,Alessandro Gassmann,7
31031,The Dinner,2014,92,Drama,2,actress,6.6,1616,Giovanna Mezzogiorno,5
31040,Eternity,2016,115,Drama,1,actress,5.6,1272,Audrey Tautou,3
31041,Eternity,2016,115,Drama,2,actress,5.6,1272,Bérénice Bejo,3
31052,The Other Side of the Door,2014,90,Drama,1,actress,3.3,8,Jennifer Scott,0
31053,The Other Side of the Door,2014,90,Drama,2,actress,3.3,8,Lizzie Leeds,0
31068,Marked,2014,103,Fantasy,1,actor,5.7,50,Shannon Brown,7
31069,Marked,2014,103,Fantasy,2,actress,5.7,50,Jax Turyna,5
31080,Fall,2014,82,Drama,1,actor,6.2,56,Michael Murphy,7
31081,Fall,2014,82,Drama,2,actress,6.2,56,Annabelle McGregor,5
31112,Heidi,2014,97,Horror,1,actor,4.6,663,Samuel Brian,0
31113,Heidi,2014,97,Horror,2,actress,4.6,663,Joei Fulco,0
31118,The Bet,2016,88,Comedy,1,actor,3.9,296,Alex Klein,0
31119,The Bet,2016,88,Comedy,2,actor,3.9,296,Brian Atkinson,0
31120,The Last Straw,2016,100,Comedy,1,actor,4.2,12,William Archiello,0
31121,The Last Straw,2016,100,Comedy,2,actor,4.2,12,Henry Borriello,0
31136,Secrets,2013,90,Thriller,1,actress,6.0,24,Lina Castrillón,5
31137,Secrets,2013,90,Thriller,2,actor,6.0,24,Francisco Bolívar,7
31160,Fantasia,2014,86,Drama,1,actress,5.5,48,RenZi Jian,5
31161,Fantasia,2014,86,Drama,2,actor,5.5,48,Hu RuiJie,7
31172,Behavior,2014,108,Drama,1,actress,7.5,1456,Alina Rodríguez,5
31173,Behavior,2014,108,Drama,2,actress,7.5,1456,Yuliet Cruz,5
31192,Aurora,2014,83,Drama,1,actress,6.9,104,Amparo Noguera,5
31193,Aurora,2014,83,Drama,2,actor,6.9,104,Luis Gnecco,7
31198,Venice,2014,74,Drama,1,actress,6.0,28,Claudia Muñiz,5
31199,Venice,2014,74,Drama,2,actress,6.0,28,Maribel Garcia Garzón,5
31200,Distance,2012,84,Drama,1,actor,6.5,15,Carlos Escalante,7
31201,Distance,2012,84,Drama,2,actor,6.5,15,Sak Nicte,7
31206,Sink,2015,115,Drama,1,actress,8.2,162,Anel Alexander,3
31207,Sink,2015,115,Drama,2,actress,8.2,162,Shoki Mokgapa,3
31244,Eight,2016,81,Drama,1,actress,5.2,204,Jane Elizabeth Barry,5
31245,Eight,2016,81,Drama,2,actress,5.2,204,Libby Munro,5
31330,Cinderella,2013,120,Music,1,actress,7.2,8,Anna Tysgankova,3
31331,Cinderella,2013,120,Music,2,actor,7.2,8,Matthew Golding,3
31412,Do Not Disturb,2014,79,Comedy,1,actor,5.7,2612,Christian Clavier,7
31413,Do Not Disturb,2014,79,Comedy,2,actress,5.7,2612,Carole Bouquet,5
31432,Anna,2015,96,Drama,1,actress,6.8,144,Juana Acosta,5
31433,Anna,2015,96,Drama,2,actor,6.8,144,Kolia Abiteboul,7
31460,Twelfth Night,2014,155,Drama,1,actor,9.0,14,Jonathan Addeo,3
31461,Twelfth Night,2014,155,Drama,2,actor,9.0,14,Nick Addeo,3
31482,Hope,2014,86,Drama,1,actor,6.7,170,Justin Wang,7
31483,Hope,2014,86,Drama,2,actress,6.7,170,Endurance Newton,5
31484,Mind Games,2014,80,Drama,1,actor,5.5,35,Paul T.T. Easter,7
31485,Mind Games,2014,80,Drama,2,actress,5.5,35,Marie Hedds,5
31504,The Runner,2015,90,Drama,1,actor,4.7,5514,Nicolas Cage,0
31505,The Runner,2015,90,Drama,2,actress,4.7,5514,Sarah Paulson,5
31531,The Forgiven,2021,117,Drama,1,actress,6.6,121,Jessica Chastain,3
31532,The Forgiven,2021,117,Drama,2,actor,6.6,121,Matt Smith,3
31553,The Other Side of the Door,2016,96,Horror,1,actress,5.3,18027,Sarah Wayne Callies,0
31554,The Other Side of the Door,2016,96,Horror,2,actor,5.3,18027,Jeremy Sisto,0
31593,Gift,2014,91,Drama,1,actress,6.1,121,Atsuko Anami,5
31594,Gift,2014,91,Drama,2,actor,6.1,121,Ken'ichi Endô,7
31601,Ameera,2014,92,Action,1,actress,4.2,94,Mengyuan Hu,0
31602,Ameera,2014,92,Action,2,actor,4.2,94,Ambrose Hui,0
31629,The Last Straw,2014,100,Family,1,actor,6.8,68,Corbin Bernsen,7
31630,The Last Straw,2014,100,Family,2,actor,6.8,68,Adam Johnson,7
31641,The Stranger,2014,84,Drama,1,actress,5.1,225,Mahnaz Afshar,5
31642,The Stranger,2014,84,Drama,2,actress,5.1,225,Pantea Bahram,5
31699,The Price,2015,87,Drama,1,actress,7.6,12,Alexis Alba,5
31700,The Price,2015,87,Drama,2,actress,7.6,12,Tiandra Cuington,5
31739,Genesis,2016,81,Drama,1,actress,5.1,111,Venus Monique,5
31740,Genesis,2016,81,Drama,2,actor,5.1,111,Cabil Gibbs,7
31747,Dearest,2014,128,Drama,1,actress,7.6,2299,Wei Zhao,3
31748,Dearest,2014,128,Drama,2,actor,7.6,2299,Bo Huang,3
31787,The Door,2014,81,Horror,1,actress,4.3,436,Alys Crocker,0
31788,The Door,2014,81,Horror,2,actor,4.3,436,Sam Kantor,0
31791,Listen,2017,100,Drama,1,actress,9.1,28,Katalina Viteri,5
31792,Listen,2017,100,Drama,2,actor,9.1,28,Linc Hand,7
31815,Our Time,2016,86,Drama,1,actor,8.5,17,Robert Gorrie,7
31816,Our Time,2016,86,Drama,2,actress,8.5,17,Ashley Nicole Anderson,5
31829,Delirium,2014,85,Comedy,1,actor,4.5,368,Ramiro Archain,0
31830,Delirium,2014,85,Comedy,2,actor,4.5,368,Emiliano Carrazzone,0
31843,Comeback,2015,85,Comedy,1,actor,4.9,274,Anders W. Berthelsen,0
31844,Comeback,2015,85,Comedy,2,actress,4.9,274,Sarah-Sofie Boussnina,0
31857,Shiner,2018,94,Drama,1,actor,4.3,168,Kevin Bernhardt,0
31858,Shiner,2018,94,Drama,2,actor,4.3,168,Seya Hug,0
31901,Alive,2014,179,Drama,1,actress,6.9,60,Seung-Yun Lee,6
31902,Alive,2014,179,Drama,2,actor,6.9,60,Park Myeong-hoon,6
31919,Reverse,2015,98,Comedy,1,actor,6.2,147,Jóhannes Haukur Jóhannesson,7
31920,Reverse,2015,98,Comedy,2,actor,6.2,147,Ólafur Darri Ólafsson,7
31988,Blood Rites,2003,93,Horror,1,actress,3.2,15,Caroline Barba,4
31989,Blood Rites,2003,93,Horror,2,actor,3.2,15,Jim Bombicino,4
32002,Trouble Sleeping,2018,93,Thriller,1,actor,6.0,19,Billy Zane,7
32003,Trouble Sleeping,2018,93,Thriller,2,actress,6.0,19,Vanessa Angel,5
32012,Down the River,2014,90,Drama,1,actor,8.5,260,Namig Agayev,7
32013,Down the River,2014,90,Drama,2,actress,8.5,260,Mekhriban Zeki,5
32062,Gentle,2014,100,Drama,1,actor,6.5,93,Dustin Nguyen,7
32063,Gentle,2014,100,Drama,2,actress,6.5,93,Thanh Tu Nguyen,5
32070,The Promotion,2014,84,Drama,1,actor,5.6,137,Tilo Nest,7
32071,The Promotion,2014,84,Drama,2,actor,5.6,137,Charly Hübner,7
32148,Goat,2015,75,Drama,1,actor,6.4,204,Peter Baláz,7
32149,Goat,2015,75,Drama,2,actor,6.4,204,Nikola Bongilajová,7
32182,Natasha,2015,93,Drama,1,actor,6.2,336,Alex Ozerov-Meyer,7
32183,Natasha,2015,93,Drama,2,actress,6.2,336,Sasha K. Gordon,5
32236,Love Is Not Enough,2019,97,Comedy,1,actor,6.5,161,Lavell Crawford,7
32237,Love Is Not Enough,2019,97,Comedy,2,actress,6.5,161,Kim Coles,5
32240,Charity,2016,109,Drama,1,actress,6.7,31,Verónica Langer,5
32241,Charity,2016,109,Drama,2,actor,6.7,31,Jaime Garza,3
32252,Thicker Than Water,2018,72,Drama,1,actor,6.0,40,Chai Hansen,7
32253,Thicker Than Water,2018,72,Drama,2,actor,6.0,40,Anthony Brandon Wong,7
32254,The Ticket,2016,97,Drama,1,actor,5.4,2838,Dan Stevens,7
32255,The Ticket,2016,97,Drama,2,actress,5.4,2838,Malin Akerman,5
32284,Flowers,2014,99,Drama,1,actress,6.8,2819,Itziar Ituño,5
32285,Flowers,2014,99,Drama,2,actress,6.8,2819,Nagore Aranburu,5
32392,Headless,2015,85,Horror,1,actor,4.9,1322,Shane Beasley,0
32393,Headless,2015,85,Horror,2,actress,4.9,1322,Kelsey Carlisle,0
32396,The Daughter,2015,96,Drama,1,actor,6.6,5215,Geoffrey Rush,7
32397,The Daughter,2015,96,Drama,2,actor,6.6,5215,Nicholas Hope,7
32410,Bastard,2015,82,Horror,1,actress,4.6,1006,Rebekah Kennedy,0
32411,Bastard,2015,82,Horror,2,actress,4.6,1006,Ellis Greer,0
32448,At Home,2015,110,Drama,1,actor,6.1,111,Yûto Ikeda,3
32449,At Home,2015,110,Drama,2,actor,6.1,111,Jun Kunimura,3
32478,Limbo,2014,80,Drama,1,actor,5.7,77,Annika Nuka Matthiasen,7
32479,Limbo,2014,80,Drama,2,actress,5.7,77,Sofia Nolsøe Mikkelsen,5
32490,Hole in the Wall,2014,79,Horror,1,actor,4.4,63,Blade Braxton,0
32491,Hole in the Wall,2014,79,Horror,2,actress,4.4,63,Heather Dorff,0
32546,Lady Windermere's Fan,2014,96,Drama,1,actress,5.2,32,Sarah Navratil,5
32547,Lady Windermere's Fan,2014,96,Drama,2,actor,5.2,32,Jonathan Le Billon,7
32548,Entangled,2014,94,Drama,1,actress,6.8,43,Yeong-ae Kim,5
32549,Entangled,2014,94,Drama,2,actress,6.8,43,Do Ji-Won,5
32550,Made in China,2014,100,Drama,1,actor,6.7,75,Gi-woong Park,7
32551,Made in China,2014,100,Drama,2,actress,6.7,75,Chae-Ah Han,5
32568,The Hollow,2013,88,Horror,1,actor,6.6,41,Jack Stanis,7
32569,The Hollow,2013,88,Horror,2,actor,6.6,41,Jonathan McGrath,7
32584,Alone,2017,70,Drama,1,actor,7.4,25,Warren Day,7
32585,Alone,2017,70,Drama,2,actress,7.4,25,Rayanna Dibs,5
32618,Home,2016,103,Drama,1,actor,7.1,1149,Sebastian Van Dun,7
32619,Home,2016,103,Drama,2,actor,7.1,1149,Mistral Guidotti,7
32642,Light Years,2015,89,Drama,1,actress,6.3,81,Sophie Burton,5
32643,Light Years,2015,89,Drama,2,actor,6.3,81,James Stuckey,7
32646,The Mix,2017,80,Comedy,1,actor,7.2,34,Chris Mollica,7
32647,The Mix,2017,80,Comedy,2,actor,7.2,34,Brian Silliman,7
32700,All That Remains,2015,74,Drama,1,actor,5.4,10,Jack Dimich,7
32701,All That Remains,2015,74,Drama,2,actor,5.4,10,Brennan Gale,7
32716,Chlorine,2015,98,Drama,1,actress,5.8,333,Sara Serraiocco,5
32717,Chlorine,2015,98,Drama,2,actor,5.8,333,Andrea Vergoni,7
32736,The Vessel,2016,86,Drama,1,actor,5.3,1128,Lucas Quintana,7
32737,The Vessel,2016,86,Drama,2,actor,5.3,1128,Martin Sheen,7
32740,A Decent Man,2015,111,Drama,1,actor,6.5,536,Nicolas Duvauchelle,3
32741,A Decent Man,2015,111,Drama,2,actress,6.5,536,Mélanie Thierry,5
32774,War,2014,106,Drama,1,actor,6.6,263,Benjamin Lutzke,7
32775,War,2014,106,Drama,2,actress,6.6,263,Ella Rumpf,5
32776,Do Not Disturb,2014,108,Horror,1,actor,5.6,14,Ernell Manabat,7
32777,Do Not Disturb,2014,108,Horror,2,actress,5.6,14,Victoria Viveiros,5
32790,Rough,2014,180,Romance,1,actor,4.3,108,Aadi,6
32791,Rough,2014,180,Romance,2,actress,4.3,108,Rakul Preet Singh,6
32810,Absence,2014,87,Drama,1,actor,6.3,162,Matheus Fagundes,7
32811,Absence,2014,87,Drama,2,actor,6.3,162,Irandhir Santos,7
32834,Interlude,2016,95,Comedy,1,actor,6.2,83,Vincent Winterhalter,7
32835,Interlude,2016,95,Comedy,2,actor,6.2,83,Gilles Gaston-Dreyfus,7
32842,Test,2014,96,Drama,1,actress,7.3,528,Elena An,5
32843,Test,2014,96,Drama,2,actor,7.3,528,Danila Rassomakhin,7
32844,West Coast,2016,80,Drama,1,actor,5.7,768,Devi Couzigou,7
32845,West Coast,2016,80,Drama,2,actor,5.7,768,Mathis Crusson,7
32862,Death's Door,2015,91,Horror,1,actor,2.9,180,Obba Babatundé,0
32863,Death's Door,2015,91,Horror,2,actress,2.9,180,Evelyn Badillo,0
32877,Blood Orange,2016,85,Thriller,1,actress,4.4,830,Kacey Clarke,0
32878,Blood Orange,2016,85,Thriller,2,actor,4.4,830,Iggy Pop,0
32905,Limelight,2017,90,Drama,1,actor,5.7,86,Paul Vandervort,7
32906,Limelight,2017,90,Drama,2,actress,5.7,86,Brit Shaw,5
32919,Eye of the Storm,2015,100,Drama,1,actress,7.6,63,Maimouna N'Diaye,5
32920,Eye of the Storm,2015,100,Drama,2,actor,7.6,63,Fargass Assandé,7
32921,Prince,2015,78,Drama,1,actor,6.5,1406,Ayoub Elasri,7
32922,Prince,2015,78,Drama,2,actor,6.5,1406,Jorik Scholten,7
32975,Tunnel,2014,86,Horror,1,actress,4.2,215,Si-yeon Jeong,0
32976,Tunnel,2014,86,Horror,2,actress,4.2,215,Si-won Lee,0
32985,Special Correspondents,2016,101,Comedy,1,actor,5.8,23444,Ricky Gervais,7
32986,Special Correspondents,2016,101,Comedy,2,actor,5.8,23444,Eric Bana,7
32997,Screwdriver,2018,108,Drama,1,actor,6.9,268,Ziad Bakri,7
32998,Screwdriver,2018,108,Drama,2,actress,6.9,268,Areen Omari,5
33017,The Passing,2015,89,Drama,1,actor,5.9,369,Dyfan Dwyfor,7
33018,The Passing,2015,89,Drama,2,actress,5.9,369,Annes Elwy,5
33047,Hamlet,2015,184,Drama,1,actress,6.4,119,Maxine Peake,6
33048,Hamlet,2015,184,Drama,2,actor,6.4,119,John Shrapnel,6
33081,The Hike,2016,122,Thriller,1,actress,4.1,9,Monica Olive,0
33082,The Hike,2016,122,Thriller,2,actor,4.1,9,John Beland,0
33089,River,2015,89,Thriller,1,actor,6.0,2183,Rossif Sutherland,7
33090,River,2015,89,Thriller,2,actor,6.0,2183,Douangmany Soliphanh,7
33111,Lovers,2014,130,Romance,1,actor,6.6,95,Sumanth Ashwin,3
33112,Lovers,2014,130,Romance,2,actress,6.6,95,Nandita Raj,3
33139,Move,2014,178,Drama,1,actor,7.6,20,Sagyndyk Makekadyrov,6
33140,Move,2014,178,Drama,2,actress,7.6,20,Perizat Ermanbetova,6
33151,Forever,2014,87,Drama,1,actor,6.3,69,Nikos Dallas,7
33152,Forever,2014,87,Drama,2,actor,6.3,69,Kostas Filippoglou,7
33153,After the Rain,2014,87,Drama,1,actor,7.0,36,Koert-Jan de Bruijn,7
33154,After the Rain,2014,87,Drama,2,actor,7.0,36,Merlijn Remmig,7
33171,Dead Air,2008,88,Horror,1,actor,5.0,6,Derek Tsang,4
33172,Dead Air,2008,88,Horror,2,actress,5.0,6,Leila Tong,4
33207,Out of Love,2016,95,Drama,1,actress,6.2,243,Naomi Velissariou,5
33208,Out of Love,2016,95,Drama,2,actor,6.2,243,Daniil Vorobyov,7
33213,Alone,2015,133,Horror,1,actress,3.8,1715,Bipasha Basu,3
33214,Alone,2015,133,Horror,2,actor,3.8,1715,Karan Singh Grover,3
33252,The Warning,2015,91,Horror,1,actress,3.3,125,Summer Moore,0
33253,The Warning,2015,91,Horror,2,actor,3.3,125,Jeff Allen,0
33264,Awaken,2014,73,Drama,1,actress,8.0,13,Loren Burgos,5
33265,Awaken,2014,73,Drama,2,actor,8.0,13,Jake Cuenca,7
33278,Every Thing Will Be Fine,2015,90,Drama,1,actor,6.2,36,Víctor Clavijo,7
33279,Every Thing Will Be Fine,2015,90,Drama,2,actor,6.2,36,Darío Paso,7
33292,Unwanted,2016,90,Action,1,actress,6.8,10,Maria Alexandra,5
33293,Unwanted,2016,90,Action,2,actor,6.8,10,Adrian Barboza,7
33306,Last Night,2014,90,Comedy,1,actress,4.7,222,Luana Piovani,0
33307,Last Night,2014,90,Comedy,2,actor,4.7,222,Marcos Palmeira,0
33326,Summertime,2006,105,Comedy,1,actor,8.5,11,Tyler Bernard,1
33327,Summertime,2006,105,Comedy,2,actor,8.5,11,Ben Freidus,1
33332,For Love or Money,2014,98,Romance,1,actress,5.2,236,Liu Yifei,5
33333,For Love or Money,2014,98,Romance,2,actor,5.2,236,Rain,7
33356,Price of Love,2015,99,Drama,1,actor,6.5,48,Fereweni Gebregergs,7
